Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
36,1,2,0,0,24,2,5,5,0,8,10,1,2,0
34,0,3,0,1,24,2,2,0,0,3,6,1,2,2
42,0,1,0,1,24,2,3,2,0,16,6,2,0,1
28,0,1,0,0,4,1,3,1,0,2,7,2,2,2
21,1,3,0,0,24,2,1,3,0,3,0,0,0,1
45,0,3,0,1,6,4,3,0,6,19,11,2,2,3
28,0,3,0,0,15,3,2,1,0,5,3,0,1,1
29,1,0,0,0,12,2,2,1,0,10,6,0,2,2
47,1,0,1,0,24,2,3,7,0,12,12,2,1,3
27,0,1,0,1,24,2,3,0,0,14,1,0,1,1
29,1,3,0,0,12,2,3,7,0,3,4,2,0,1
28,1,3,0,0,20,3,2,5,0,17,17,2,2,3
26,0,3,0,0,24,2,2,0,0,19,10,2,2,0
24,1,3,0,0,24,2,2,6,0,11,0,1,2,1
26,1,0,0,0,15,3,3,7,0,5,10,0,2,0
42,1,0,0,0,24,2,5,8,3,11,5,2,2,2
27,1,0,0,0,24,2,2,0,0,3,10,2,0,1
56,1,0,0,0,23,3,2,1,3,18,0,0,0,1
20,0,1,0,0,6,4,1,0,2,2,10,0,2,1
41,1,3,0,0,23,3,0,0,0,7,3,1,1,3
29,1,0,0,0,18,2,3,4,0,19,4,2,2,1
25,0,1,0,0,24,2,2,0,0,14,6,1,2,2
30,1,0,0,1,16,1,1,7,2,19,10,0,1,1
33,1,0,0,1,8,4,3,0,0,7,6,2,2,2
33,0,3,0,1,24,2,3,1,0,19,7,1,0,2
32,0,1,0,1,24,2,3,0,0,3,10,1,2,0
33,1,0,0,1,15,3,2,7,0,3,14,2,0,1
38,1,0,0,0,24,2,4,7,0,6,1,0,0,1
36,0,3,0,1,23,3,3,6,0,3,7,1,0,2
34,1,0,0,0,24,2,3,0,0,12,5,2,2,2
40,0,3,0,0,12,2,3,0,0,19,10,1,2,0
23,0,3,0,0,18,2,2,1,0,19,10,1,2,0
28,0,3,0,0,24,2,3,6,0,9,10,2,0,0
40,0,1,0,1,24,2,3,4,0,19,10,2,2,0
40,1,1,0,0,12,2,0,0,0,14,3,0,2,3
28,0,3,0,0,8,4,3,0,0,5,6,2,2,2
26,1,0,0,1,16,1,2,0,0,14,6,1,0,2
26,1,3,0,1,24,2,2,5,0,6,0,1,2,2
35,0,1,0,1,6,4,4,7,0,14,7,2,2,2
25,0,1,0,0,8,4,3,0,0,19,5,0,2,3
34,1,0,0,1,24,2,3,0,0,3,6,2,2,2
38,1,0,0,1,24,2,5,8,0,19,4,2,2,1
22,1,0,0,0,23,3,2,0,0,3,10,1,2,0
25,1,0,0,0,24,2,1,7,2,19,10,0,2,0
29,1,0,0,1,24,2,2,7,0,10,6,0,2,2
29,0,3,0,1,24,2,5,8,0,5,16,1,2,0
34,1,3,0,0,12,2,4,2,0,3,10,2,0,0
32,1,1,0,1,18,2,2,0,1,10,6,1,2,2
47,1,3,0,1,6,4,3,1,0,19,3,2,2,3
26,1,0,0,1,24,2,2,0,0,19,10,1,2,0
39,0,3,0,1,4,1,3,0,1,10,7,2,2,1
34,1,3,0,1,6,4,4,1,0,19,10,2,2,0
32,1,2,0,0,24,2,3,0,0,3,0,2,0,0
29,1,0,0,1,24,2,2,6,0,3,1,1,2,2
26,0,3,0,1,24,2,2,0,0,14,0,2,2,2
24,1,4,0,0,8,4,2,5,1,3,0,1,2,1
27,1,0,0,0,12,2,2,7,0,19,6,1,1,2
27,1,5,0,1,24,2,2,0,4,14,6,1,2,2
36,1,0,0,0,12,2,3,0,0,3,7,2,0,2
39,1,0,0,0,24,2,3,0,0,19,10,0,2,0
27,0,3,0,0,12,2,2,7,0,16,6,1,2,2
28,0,3,0,1,15,3,2,0,1,3,10,2,2,0
25,1,3,0,1,24,2,1,0,0,19,5,0,2,3
32,0,3,0,1,24,2,3,3,1,14,0,0,2,1
38,0,0,1,0,19,1,1,0,0,7,3,0,1,1
32,0,3,0,1,24,2,3,0,0,14,11,0,1,3
26,1,0,0,1,24,2,2,6,2,3,6,0,2,2
27,1,3,0,0,8,4,3,2,0,8,7,2,2,1
40,1,0,0,0,8,4,2,1,0,5,3,1,1,1
30,1,3,0,1,24,2,3,2,0,19,10,2,2,0
20,1,1,0,1,8,4,1,4,1,15,4,0,2,1
36,0,3,1,1,12,2,3,7,0,7,3,0,2,3
26,0,1,0,1,4,1,1,0,0,5,0,1,2,1
40,1,3,0,1,6,4,1,0,0,2,11,0,0,3
51,1,0,0,1,24,2,3,2,0,5,0,2,2,1
26,0,1,0,1,18,2,2,7,0,4,10,1,0,0
43,1,0,0,0,6,4,4,3,6,19,0,1,1,1
33,1,0,0,0,24,2,3,0,0,5,3,2,2,3
31,1,0,0,1,12,2,2,0,0,3,0,2,2,1
37,1,0,0,0,24,2,3,1,0,19,1,0,2,3
49,0,3,0,1,18,2,4,3,0,3,6,2,2,3
25,1,3,0,0,24,2,2,0,7,2,0,1,2,1
38,1,0,0,1,24,2,2,0,0,14,3,1,1,3
26,1,0,0,0,14,1,2,0,0,5,6,1,2,2
30,0,2,0,0,24,2,2,7,0,3,10,2,0,1
23,1,0,0,0,7,2,1,0,0,19,3,0,0,3
31,0,1,0,0,18,2,2,0,0,14,3,0,1,3
27,1,3,0,1,24,2,3,0,0,5,14,2,2,2
26,0,3,0,1,24,2,2,1,0,3,1,1,2,2
24,0,3,0,0,8,4,2,0,0,19,10,0,1,0
41,1,0,0,0,6,4,4,2,6,19,8,2,1,1
35,1,0,0,1,18,2,2,2,0,9,10,2,2,2
27,1,1,0,0,4,1,1,0,0,6,7,0,2,1
30,0,3,0,0,15,3,4,1,0,2,0,2,2,1
36,1,0,0,1,6,4,2,3,2,18,0,0,2,1
30,0,1,0,1,12,2,1,0,2,3,16,0,0,0
27,1,0,0,0,15,3,2,0,0,10,12,2,2,3
28,1,1,0,1,18,2,3,0,0,10,0,1,0,1
30,1,1,0,1,23,3,3,0,0,5,3,2,2,1
29,1,1,0,1,18,2,4,7,0,19,10,2,2,0
25,1,0,0,1,24,2,4,8,0,5,1,0,2,2
26,0,3,0,0,13,0,2,2,0,7,10,1,2,0
39,1,0,0,0,12,2,5,8,0,7,10,1,2,0
29,1,3,0,0,15,3,3,7,0,19,10,1,0,0
31,1,4,1,1,15,3,2,0,0,7,10,0,2,0
28,1,0,0,1,24,2,2,0,0,3,10,1,2,0
30,1,0,0,0,15,3,5,0,0,14,3,2,2,1
44,1,0,0,0,12,2,2,5,6,19,3,2,1,3
40,1,3,0,0,16,1,3,1,0,5,3,0,2,1
25,1,0,0,0,8,4,4,6,6,19,1,0,1,1
23,1,0,0,1,24,2,2,0,2,14,1,0,0,1
31,1,0,0,0,24,2,3,7,0,3,0,2,2,1
27,1,0,0,0,12,2,2,7,0,19,1,1,0,1
29,1,0,0,0,18,2,2,4,2,6,1,0,2,1
41,1,3,0,1,24,2,3,1,0,14,1,1,2,1
44,0,3,0,1,17,1,2,3,6,19,3,0,1,1
35,1,3,0,1,18,2,4,0,0,2,14,2,2,3
19,1,0,0,1,23,3,1,1,2,3,0,0,0,1
32,0,3,0,0,6,4,2,0,0,19,6,2,2,2
38,1,0,0,0,20,3,2,0,0,3,12,1,2,3
37,0,3,0,1,24,2,2,1,0,15,11,1,1,3
31,1,0,0,0,18,2,2,1,1,2,6,0,2,2
27,0,1,0,1,24,2,3,8,0,6,10,1,0,0
34,1,0,0,1,18,2,2,1,0,19,4,2,2,1
27,0,1,0,0,4,1,2,7,0,5,6,2,2,2
27,1,0,0,0,24,2,2,1,0,2,0,1,0,1
30,1,0,0,1,15,3,2,3,0,3,5,0,2,3
30,1,1,0,1,23,3,3,5,0,3,0,0,2,1
26,1,2,1,0,24,2,2,0,0,19,1,0,0,1
26,1,3,0,0,21,0,4,1,6,19,10,1,1,0
32,1,0,0,0,18,2,2,0,0,5,6,1,2,2
34,0,3,0,1,4,1,2,1,0,16,11,1,1,3
42,1,0,0,1,24,2,3,0,0,5,14,2,2,2
26,1,0,0,1,23,3,2,3,0,3,4,1,0,2
26,1,0,0,0,24,2,2,7,0,19,4,2,0,1
34,1,0,0,1,12,2,3,1,0,3,0,2,0,1
39,1,2,0,0,24,2,4,6,0,19,0,2,2,1
29,1,0,0,1,24,2,4,3,0,19,1,2,2,1
25,1,2,0,1,24,2,1,0,0,10,6,0,0,2
34,0,3,0,1,6,4,2,2,6,19,10,0,2,0
25,0,1,0,0,24,2,1,8,2,6,0,0,2,1
27,0,3,0,0,14,1,3,7,0,8,10,0,2,0
31,0,1,0,0,24,2,2,7,0,10,10,1,2,1
23,1,0,0,0,24,2,2,0,0,3,0,0,0,1
29,0,3,0,1,18,2,4,7,0,3,6,2,0,2
24,1,0,0,0,12,2,3,3,0,3,1,0,2,1
31,1,0,0,1,24,2,2,7,0,4,3,0,1,3
55,0,1,0,0,24,2,1,0,0,11,3,0,1,3
27,0,1,0,0,15,3,3,0,0,2,6,2,2,2
34,1,0,0,1,23,3,4,0,6,2,5,2,2,1
30,1,0,0,0,20,3,3,7,0,19,0,0,2,1
34,0,3,0,0,24,2,3,0,0,19,7,2,2,2
35,1,3,0,1,24,2,2,0,6,3,11,2,1,1
23,0,3,0,1,24,2,2,4,0,7,13,1,0,1
34,1,0,0,0,24,2,3,2,0,11,0,1,0,1
22,1,3,0,0,24,2,2,3,2,16,1,0,0,1
27,1,0,0,0,24,2,4,7,0,2,0,1,2,1
30,1,0,1,0,24,2,0,0,0,19,1,1,2,1
26,0,3,0,1,24,2,2,7,0,13,0,2,2,2
33,1,0,0,0,23,3,4,5,0,19,7,1,2,1
26,0,2,0,0,24,2,2,0,0,19,6,2,0,2
29,1,0,0,1,24,2,3,4,0,3,10,2,2,0
26,1,3,0,1,4,1,4,1,0,10,13,0,0,1
36,0,0,1,0,18,2,3,0,0,2,0,0,2,1
34,0,3,0,1,15,3,6,0,0,7,6,1,2,2
29,1,0,0,1,24,2,3,7,0,3,3,2,2,3
37,1,0,0,0,24,2,3,4,0,3,1,2,2,1
25,1,0,0,0,14,1,3,5,0,3,13,0,2,1
29,0,2,0,0,15,3,2,7,5,8,0,2,2,3
26,1,0,0,0,6,4,2,0,0,14,1,2,2,2
33,1,0,0,0,24,2,3,0,0,14,3,2,2,3
28,1,0,0,0,16,1,2,7,0,6,0,1,2,1
33,1,3,0,0,24,2,3,3,0,5,0,1,2,1
28,0,3,0,1,8,4,3,0,4,19,6,2,2,2
30,1,0,0,0,12,2,2,7,1,2,6,1,2,2
31,0,3,0,0,15,3,3,0,1,19,6,1,2,2
26,1,2,0,1,15,3,1,0,0,19,6,1,2,2
24,1,3,0,0,23,3,3,1,0,3,10,1,2,1
26,1,0,0,1,1,1,3,6,0,14,11,0,2,3
27,1,0,0,0,24,2,2,2,0,16,10,2,0,0
27,1,0,0,0,20,3,2,7,0,13,1,0,2,1
45,1,3,0,1,20,3,5,7,0,3,10,0,2,0
29,1,3,0,1,5,1,1,7,0,3,0,0,2,1
26,1,2,0,1,20,3,3,1,0,19,0,1,2,1
32,0,3,1,0,24,2,2,0,1,3,7,2,2,2
27,1,0,0,1,6,4,3,7,0,19,10,1,2,0
30,0,1,0,0,24,2,2,7,1,4,1,2,2,1
27,0,1,0,1,12,2,2,7,1,3,6,2,2,2
27,0,3,0,0,12,2,2,8,0,8,1,1,1,1
53,1,3,0,1,6,4,3,1,0,14,4,2,1,1
31,1,0,0,1,24,2,2,7,0,8,0,1,2,1
33,1,3,0,1,24,2,5,0,0,14,10,2,2,1
33,0,1,0,0,24,2,1,1,0,16,3,0,2,3
34,1,2,0,1,24,2,2,0,0,17,6,1,2,2
28,1,3,0,1,24,2,3,4,0,8,0,1,2,1
40,1,3,0,1,12,2,3,0,0,10,1,0,2,1
22,1,1,0,1,18,2,3,1,0,3,3,0,2,3
33,0,3,0,0,14,1,0,0,1,6,13,1,2,1
41,1,0,0,1,16,1,2,0,2,3,0,0,2,1
26,1,0,0,1,6,4,2,0,0,3,6,0,2,2
34,1,0,0,1,15,3,5,5,0,19,10,2,2,0
32,0,3,0,0,5,1,4,7,0,19,1,2,2,1
33,1,0,0,0,24,2,5,8,0,5,10,2,2,0
26,0,3,0,0,12,2,2,2,0,5,10,0,2,0
30,1,0,0,0,12,2,3,6,0,14,1,0,0,1
28,1,0,0,1,24,2,2,0,0,3,10,1,2,0
30,1,0,0,0,24,2,4,7,0,3,0,0,2,1
25,1,3,0,1,24,2,3,7,0,19,4,1,0,1
35,0,1,1,1,15,3,5,2,0,19,10,2,2,0
26,0,3,0,0,18,2,4,7,0,5,10,2,2,0
31,0,3,0,0,17,1,2,7,0,5,6,2,2,2
41,1,1,0,0,20,3,3,1,0,19,4,2,2,1
26,1,3,0,0,25,1,2,0,0,3,6,2,0,2
32,1,0,0,0,24,2,4,7,0,19,6,2,0,2
28,1,0,0,1,23,3,4,2,0,5,10,1,2,0
28,1,0,0,1,4,1,4,7,0,14,6,1,2,2
30,0,3,0,0,24,2,4,7,0,10,6,0,2,2
21,1,2,0,1,24,2,1,1,2,3,10,0,0,0
27,1,0,0,1,16,1,1,7,0,14,10,0,2,0
40,1,0,0,0,20,3,5,3,0,10,10,0,2,0
25,1,0,0,1,18,2,1,1,0,19,7,1,2,2
26,1,3,0,1,24,2,3,1,0,19,6,1,2,2
26,1,0,0,0,12,2,2,1,0,14,6,1,1,2
41,0,1,0,1,18,2,1,1,3,3,1,2,2,1
29,1,0,0,0,23,3,3,0,0,3,10,1,2,0
29,1,1,0,1,24,2,3,0,0,19,1,2,2,1
30,1,0,0,0,5,1,3,7,0,19,7,2,2,2
41,0,0,1,1,18,2,3,3,0,3,5,0,2,3
28,1,0,0,1,24,2,3,3,0,4,3,0,2,1
41,0,1,0,1,16,1,2,0,0,3,11,0,1,3
48,1,3,0,1,12,2,3,1,0,13,11,2,1,0
48,0,1,0,0,12,2,3,0,0,17,6,2,2,0
36,1,0,0,1,24,2,2,7,1,7,1,2,2,1
35,1,0,0,1,24,2,4,8,0,19,6,2,2,2
47,1,0,0,1,15,3,3,0,6,2,11,1,1,1
26,0,3,0,1,11,4,1,3,6,14,3,0,1,3
35,1,1,0,0,12,2,3,0,0,3,10,1,2,0
29,1,0,0,0,24,2,3,7,0,10,10,2,0,0
42,1,0,0,0,24,2,2,0,0,3,6,2,2,2
29,1,3,0,0,24,2,2,4,0,19,0,1,2,1
29,0,3,0,0,24,2,1,0,0,19,6,2,0,2
26,1,3,0,0,24,2,2,1,1,3,11,0,2,3
30,0,1,0,1,16,1,2,3,0,14,3,1,1,3
27,1,0,1,1,24,2,2,7,0,8,0,1,2,1
25,1,1,0,0,4,1,2,0,0,14,0,1,2,1
28,1,0,0,1,12,2,2,0,0,19,6,1,2,1
28,1,0,0,0,24,2,2,1,1,3,4,1,2,3
27,1,0,0,0,20,3,2,2,0,11,0,1,2,1
31,1,0,0,0,12,2,4,7,0,3,6,1,2,2
34,0,3,0,1,7,2,4,7,0,3,0,2,2,1
29,1,3,0,0,15,3,4,5,0,14,10,1,2,0
26,0,3,0,1,13,0,2,2,0,7,10,1,2,0
26,1,0,0,0,24,2,2,7,0,19,4,1,0,1
27,0,3,0,1,24,2,2,0,0,9,6,2,0,2
25,0,1,0,1,12,2,2,7,0,10,0,1,2,1
20,1,0,0,0,24,2,2,0,0,19,10,0,2,1
30,1,0,0,0,24,2,2,1,0,7,0,0,2,1
39,1,0,0,0,20,3,4,1,0,19,14,1,2,3
33,1,0,0,0,4,1,4,0,0,19,10,1,2,0
29,0,3,0,0,24,2,2,0,0,7,0,0,2,1
44,0,3,1,1,18,2,2,2,0,3,3,2,2,3
24,1,3,0,0,12,2,2,2,0,10,10,0,0,0
41,1,0,0,0,16,1,2,4,2,3,0,0,2,1
33,1,0,0,0,12,2,3,1,0,3,4,2,2,1
30,1,0,0,1,24,2,4,2,0,5,10,2,2,0
26,1,0,0,1,12,2,4,0,0,19,16,1,2,0
31,1,0,0,1,24,2,2,1,0,5,1,1,0,1
37,1,2,0,1,24,2,4,8,0,10,6,1,2,2
34,1,0,0,0,24,2,2,3,0,8,10,1,2,0
31,1,0,0,0,18,2,3,4,0,12,4,2,2,1
26,0,1,0,0,19,1,3,1,2,3,7,0,2,2
28,1,3,0,0,12,2,3,1,0,4,0,2,0,1
23,1,3,0,0,15,3,1,2,2,19,0,0,1,1
40,0,3,0,1,24,2,3,0,0,19,0,2,1,1
31,1,3,0,0,1,1,1,1,2,7,0,0,2,1
29,1,0,0,1,18,2,4,7,0,13,10,1,2,0
28,0,3,0,1,24,2,2,0,0,5,6,2,2,2
19,0,3,0,0,24,2,1,0,2,19,11,0,1,3
37,1,3,0,0,24,2,2,0,0,19,6,1,2,2
24,1,3,0,1,5,1,2,2,0,19,4,0,1,3
28,1,0,0,1,24,2,2,0,0,19,6,1,0,2
35,1,0,0,1,24,2,3,4,0,3,10,2,2,0
31,0,3,0,1,24,2,3,7,0,19,12,1,1,1
38,0,0,1,0,6,4,3,0,0,11,6,2,2,2
37,1,0,1,0,12,2,3,2,0,14,6,1,2,2
25,1,0,0,0,24,2,2,7,0,14,0,0,2,1
28,1,3,0,0,12,2,3,0,0,7,1,2,0,2
34,1,0,0,1,12,2,3,4,0,19,6,0,2,2
25,1,3,1,0,24,2,3,7,1,3,6,1,0,2
44,0,3,0,1,24,2,1,0,0,7,5,2,1,0
26,1,1,0,0,5,1,3,1,0,7,0,2,2,1
30,0,1,0,0,12,2,3,1,0,2,10,2,2,0
36,0,1,0,1,24,2,3,0,0,4,6,2,2,2
30,0,1,0,1,12,2,2,1,0,19,0,1,0,1
22,0,3,0,1,13,0,1,0,0,10,6,0,2,2
26,1,0,0,1,5,1,1,7,0,19,1,1,0,1
34,1,1,0,1,7,2,2,0,0,14,0,1,2,1
